"Estacao";"Data";"Hora";"Precipitacao";"TempMaxima";"TempMinima";"Insolacao";"Evaporacao.Piche";"Temp.Comp.Media";"Umidade.Relativa.Media";"Velocidade.do.Vento.Media";"X";"estacao";"lat";"long";"alt"
82989;"12/06/1997";0;NA;24,7;NA;10,2;1,9;20,32;82,75;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"12/06/1997";1200;0;NA;17,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"13/06/1997";0;NA;25,2;NA;9,8;2,1;20,66;81;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"13/06/1997";1200;0;NA;16,4;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"14/06/1997";0;NA;25,7;NA;6,7;2,8;21;88;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"14/06/1997";1200;0,9;NA;18,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"15/06/1997";0;NA;22,8;NA;0;1,2;19,98;95,75;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"15/06/1997";1200;3;NA;18,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"16/06/1997";0;NA;25,4;NA;7,1;0,6;21,24;84,5;1,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"16/06/1997";1200;12,6;NA;18,4;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"17/06/1997";0;NA;24,6;NA;4,1;1,4;21,26;93;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"17/06/1997";1200;0;NA;18,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"18/06/1997";0;NA;24,6;NA;4;0,8;20,98;93,5;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"18/06/1997";1200;0;NA;18,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"19/06/1997";0;NA;24;NA;6,4;1,2;20,18;89,25;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"19/06/1997";1200;1,4;NA;18,4;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"20/06/1997";0;NA;24,9;NA;5,7;1,9;21;87,5;2,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"20/06/1997";1200;0;NA;17,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"21/06/1997";0;NA;23,1;NA;2,4;1,2;20,08;95,25;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"21/06/1997";1200;4;NA;18,4;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"22/06/1997";0;NA;24;NA;3,2;0,9;20,1;96;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"22/06/1997";1200;2,5;NA;18;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"23/06/1997";0;NA;22,8;NA;4,5;0,3;19,7;90,75;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"23/06/1997";1200;8;NA;17,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"24/06/1997";0;NA;24,3;NA;5;0,5;20,28;87,25;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"24/06/1997";1200;1;NA;18;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"25/06/1997";0;NA;24;NA;9,8;1,2;20,14;82,25;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"25/06/1997";1200;0;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"26/06/1997";0;NA;25,1;NA;8,9;2,5;20,04;72,25;2,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"26/06/1997";1200;0;NA;16;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"27/06/1997";0;NA;25,4;NA;9,1;4,5;20,46;79,5;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"27/06/1997";1200;0;NA;16,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"28/06/1997";0;NA;25,2;NA;6,5;7,8;20,7;88,75;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"28/06/1997";1200;0;NA;17,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"29/06/1997";0;NA;25;NA;8;1,2;20,82;89,25;3,933333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"29/06/1997";1200;11,8;NA;18,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"30/06/1997";0;NA;21,2;NA;0;2,2;18,62;98,5;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"30/06/1997";1200;0,3;NA;14,3;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"01/07/1997";0;NA;24;NA;4;0,3;19,86;94,5;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"01/07/1997";1200;15,2;NA;17,4;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"02/07/1997";0;NA;24,2;NA;10,7;0,7;20,04;75;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"02/07/1997";1200;0;NA;17,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"03/07/1997";0;NA;24;NA;7,7;2,5;19,9;84,5;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"03/07/1997";1200;0;NA;16;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"04/07/1997";0;NA;23,5;NA;2,7;2,2;20,08;94,5;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"04/07/1997";1200;0,7;NA;18,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"05/07/1997";0;NA;24,8;NA;7,9;2,2;19,74;84,75;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"05/07/1997";1200;0,7;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"06/07/1997";0;NA;20,8;NA;0,7;0,7;19,18;92,5;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"06/07/1997";1200;2;NA;17,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"07/07/1997";0;NA;25;NA;6,8;0,4;20,46;91;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"07/07/1997";1200;6,3;NA;17,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"08/07/1997";0;NA;29,6;NA;6,3;0,5;21,02;82,75;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"08/07/1997";1200;0,9;NA;18,4;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"09/07/1997";0;NA;23;NA;3,7;1;19,3;95,5;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"09/07/1997";1200;0,5;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"10/07/1997";0;NA;24,4;NA;3,5;2,1;19,8;93;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"10/07/1997";1200;2,8;NA;18;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"11/07/1997";0;NA;21,4;NA;0,2;0,9;19,68;98,25;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"11/07/1997";1200;18,3;NA;18,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"12/07/1997";0;NA;23,8;NA;5;0,5;20,24;93,25;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"12/07/1997";1200;14,5;NA;18,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"13/07/1997";0;NA;24,6;NA;7,4;0,7;20,26;85,25;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"13/07/1997";1200;0,3;NA;18;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"14/07/1997";0;NA;24,1;NA;9,1;2,5;20,1;84,5;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"14/07/1997";1200;0;NA;17,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"15/07/1997";0;NA;25;NA;8,5;2;20,54;82,75;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"15/07/1997";1200;0;NA;17,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"16/07/1997";0;NA;25;NA;8,6;0,2;20,26;83,25;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"16/07/1997";1200;0;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"17/07/1997";0;NA;24;NA;6,6;1,9;19,94;86,5;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"17/07/1997";1200;8,8;NA;17,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"18/07/1997";0;NA;21,5;NA;0;2,4;19,32;97,75;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"18/07/1997";1200;7,6;NA;17,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"19/07/1997";0;NA;22,6;NA;1;0,1;19,66;97,75;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"19/07/1997";1200;15,6;NA;18;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"20/07/1997";0;NA;23,9;NA;2,4;0,5;20,04;88;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"20/07/1997";1200;39,5;NA;17,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"21/07/1997";0;NA;24;NA;5,9;1,5;19,98;87,25;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"21/07/1997";1200;0,5;NA;17,4;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"22/07/1997";0;NA;23,1;NA;1;1,9;19,5;92,5;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"22/07/1997";1200;0;NA;17,7;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"23/07/1997";0;NA;22,8;NA;4,2;0,6;19,5;96;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"23/07/1997";1200;7,7;NA;17,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"24/07/1997";0;NA;23,8;NA;6,5;0,9;19,58;87,75;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"24/07/1997";1200;2,2;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"25/07/1997";0;NA;22,3;NA;3,7;1,6;18,66;87,5;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"25/07/1997";1200;4;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"26/07/1997";0;NA;24;NA;6,1;1,3;19,7;87;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"26/07/1997";1200;0,8;NA;17,3;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"27/07/1997";0;NA;23;NA;3,7;1,7;18,82;94,5;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"27/07/1997";1200;1;NA;16,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"28/07/1997";0;NA;23,9;NA;7,7;0,8;19,1;85,5;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"28/07/1997";1200;0,7;NA;16,3;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"29/07/1997";0;NA;24;NA;7;1,7;19,66;88,5;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"29/07/1997";1200;0;NA;16,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"30/07/1997";0;NA;21,5;NA;0,2;2,2;19,5;96,25;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"30/07/1997";1200;2,3;NA;18,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"31/07/1997";0;NA;22,8;NA;1;0,2;18,9;90,75;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"31/07/1997";1200;11,4;NA;17,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"01/08/1997";0;NA;21,4;NA;1;1,7;18,92;85,75;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"01/08/1997";1200;0;NA;15,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"02/08/1997";0;NA;24,6;NA;6,2;1,2;19,34;84,5;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"02/08/1997";1200;0;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"03/08/1997";0;NA;24,3;NA;6,7;2,6;19,36;86,25;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"03/08/1997";1200;0;NA;16,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"04/08/1997";0;NA;23,6;NA;2,5;1,9;19,22;90,25;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"04/08/1997";1200;5,2;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"05/08/1997";0;NA;22,2;NA;0,3;1,3;19,84;96,75;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"05/08/1997";1200;3,8;NA;18,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"06/08/1997";0;NA;22;NA;0,7;0,5;19,86;98,25;6,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"06/08/1997";1200;8,2;NA;19;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"07/08/1997";0;NA;22,4;NA;1,6;0,2;19,6;97,25;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"07/08/1997";1200;20,4;NA;17,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"08/08/1997";0;NA;22,4;NA;0,9;0,5;20,02;91,5;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"08/08/1997";1200;18,2;NA;18;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"09/08/1997";0;NA;24,8;NA;7,8;1;20,66;88,5;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"09/08/1997";1200;0,3;NA;18;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"10/08/1997";0;NA;25;NA;6,1;1,9;20,38;89,25;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"10/08/1997";1200;0;NA;18,3;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"11/08/1997";0;NA;21;NA;0,1;1,1;18,9;97,75;5,533333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"11/08/1997";1200;13,4;NA;18;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"12/08/1997";0;NA;23;NA;3,5;0,2;18,82;94;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"12/08/1997";1200;27;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"13/08/1997";0;NA;23;NA;5,4;1;19,14;86,5;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"13/08/1997";1200;1;NA;16,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"14/08/1997";0;NA;23;NA;5,8;1,8;18,78;85,25;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"14/08/1997";1200;0;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"15/08/1997";0;NA;24,3;NA;9,5;2,2;19,64;81,25;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"15/08/1997";1200;0;NA;15,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"16/08/1997";0;NA;19,6;NA;NA;2,7;17,9;96;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"16/08/1997";1200;7;NA;16,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"17/08/1997";0;NA;24,4;NA;7,3;0,4;19,54;93,25;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"17/08/1997";1200;9,5;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"18/08/1997";0;NA;24;NA;NA;1,2;19,34;93,25;4,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"18/08/1997";1200;8;NA;17,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"19/08/1997";0;NA;24;NA;6,5;1,7;19,14;90,75;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"19/08/1997";1200;14,8;NA;16,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"20/08/1997";0;NA;24;NA;6,9;1,8;19,46;80,5;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"20/08/1997";1200;1,2;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"21/08/1997";0;NA;24,6;NA;8,7;2,5;19,64;82,75;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"21/08/1997";1200;0;NA;16,7;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"22/08/1997";0;NA;25,2;NA;8,8;2;20,26;82,75;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"22/08/1997";1200;0;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"23/08/1997";0;NA;26,2;NA;9;3,4;20,64;81;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"23/08/1997";1200;0;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"24/08/1997";0;NA;26;NA;8;2,6;20,34;85,5;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"24/08/1997";1200;0;NA;17,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"25/08/1997";0;NA;28,2;NA;9,3;2,3;21,82;80,25;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"25/08/1997";1200;0;NA;17,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"26/08/1997";0;NA;27,4;NA;8,8;3,2;21,54;74,75;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"26/08/1997";1200;0;NA;18,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"27/08/1997";0;NA;26,2;NA;9;4,2;20,82;75;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"27/08/1997";1200;0;NA;18;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"28/08/1997";0;NA;27;NA;8,1;3,8;20,34;85,25;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"28/08/1997";1200;0;NA;18;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"29/08/1997";0;NA;23,5;NA;4,1;2,5;19,56;88;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"29/08/1997";1200;8,8;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"30/08/1997";0;NA;24,4;NA;3,8;1,5;19,22;93;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"30/08/1997";1200;1,5;NA;17,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"31/08/1997";0;NA;25,4;NA;6,8;1,5;19,7;80,75;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"31/08/1997";1200;1,5;NA;17,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"01/09/1997";0;NA;24,4;NA;6,1;3;19,46;82;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"01/09/1997";1200;0,2;NA;17,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"02/09/1997";0;NA;26,2;NA;8,5;3,3;20,34;78;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"02/09/1997";1200;0;NA;16;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"03/09/1997";0;NA;26,6;NA;9,3;3,2;21,62;80,5;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"03/09/1997";1200;0;NA;17,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"04/09/1997";0;NA;28,3;NA;10,4;3,6;22,12;76,25;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"04/09/1997";1200;0;NA;17,4;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"05/09/1997";0;NA;27,6;NA;7,5;3,9;21,42;79,75;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"05/09/1997";1200;0;NA;17,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"06/09/1997";0;NA;27,9;NA;7,8;3,5;21,9;76,75;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"06/09/1997";1200;0;NA;18;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"07/09/1997";0;NA;28;NA;10,5;3,5;22,46;72,5;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"07/09/1997";1200;0;NA;17,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"08/09/1997";0;NA;30,2;NA;10,4;4;23,9;66,5;1,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"08/09/1997";1200;0;NA;19;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"09/09/1997";0;NA;31,6;NA;10,8;4;24,5;62,25;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"09/09/1997";1200;0;NA;19,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"10/09/1997";0;NA;33,4;NA;10,7;5,5;26,86;35;0,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"10/09/1997";1200;0;NA;18;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
