"Estacao";"Data";"Hora";"Precipitacao";"TempMaxima";"TempMinima";"Insolacao";"Evaporacao.Piche";"Temp.Comp.Media";"Umidade.Relativa.Media";"Velocidade.do.Vento.Media";"X";"estacao";"lat";"long";"alt"
82989;"06/06/1988";1200;0;NA;18,7;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"07/06/1988";0;NA;24,9;NA;4,5;5,5;21,12;93,5;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"07/06/1988";1200;1,8;NA;18,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"08/06/1988";0;NA;24,1;NA;1;1,1;21;94;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"08/06/1988";1200;33,1;NA;18,3;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"09/06/1988";0;NA;24,2;NA;2,9;0,9;21,16;88,25;6,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"09/06/1988";1200;1,4;NA;19,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"10/06/1988";0;NA;25,1;NA;NA;2,5;20,82;90,75;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"10/06/1988";1200;12,2;NA;19;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"11/06/1988";0;NA;25;NA;8,3;2,8;21,12;85,25;6,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"11/06/1988";1200;5,3;NA;19,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"12/06/1988";0;NA;23,5;NA;2,5;3,1;20,16;91,75;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"12/06/1988";1200;8,3;NA;18,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"13/06/1988";0;NA;25,1;NA;8;1,6;21;81;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"13/06/1988";1200;2,4;NA;18,7;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"14/06/1988";0;NA;24,9;NA;8,5;3,2;20,8;80,25;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"14/06/1988";1200;0;NA;17,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"15/06/1988";0;NA;25;NA;9,5;3,2;20,9;78,5;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"15/06/1988";1200;0;NA;17,4;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"16/06/1988";0;NA;25,3;NA;8,2;2,8;21,16;82,5;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"16/06/1988";1200;0;NA;18,3;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"17/06/1988";0;NA;21,7;NA;0,1;2,9;19,94;96;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"17/06/1988";1200;0;NA;18,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"18/06/1988";0;NA;22,3;NA;NA;0;19,2;87,25;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"18/06/1988";1200;28,3;NA;17,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"19/06/1988";0;NA;22,5;NA;2,6;2,2;19,22;91;2,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"19/06/1988";1200;0,2;NA;16,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"20/06/1988";0;NA;22,5;NA;1,7;0,8;19,56;87,75;1,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"20/06/1988";1200;5,1;NA;17,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"21/06/1988";0;NA;24,3;NA;6,2;1,2;20,5;88,5;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"21/06/1988";1200;0;NA;18,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"22/06/1988";0;NA;25,9;NA;7,4;1,4;21,3;89;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"22/06/1988";1200;0;NA;19;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"23/06/1988";0;NA;24,5;NA;1,7;2,9;21,04;91,75;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"23/06/1988";1200;0;NA;19,4;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"24/06/1988";0;NA;22,9;NA;0,3;0,9;20,14;98;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"24/06/1988";1200;10;NA;19,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"25/06/1988";0;NA;24,1;NA;1;0,5;20,3;96;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"25/06/1988";1200;12,1;NA;18,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"26/06/1988";0;NA;24,3;NA;8;0,9;20,4;88,75;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"26/06/1988";1200;2;NA;17,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"27/06/1988";0;NA;24,2;NA;2,8;2,2;20,6;95,5;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"27/06/1988";1200;0;NA;19,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"28/06/1988";0;NA;21,2;NA;0;0,6;19,58;97,25;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"28/06/1988";1200;35,6;NA;18,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"29/06/1988";0;NA;24,4;NA;5,8;0,2;20,88;92,75;2,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"29/06/1988";1200;34,3;NA;18,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"30/06/1988";0;NA;21,4;NA;0,3;0,8;19,54;96;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"30/06/1988";1200;2,4;NA;18,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"01/08/1988";0;NA;21,4;NA;4;3,3;17,74;88,25;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"01/08/1988";1200;NA;NA;15,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"02/08/1988";0;NA;19,7;NA;0,6;2,2;17,6;93,75;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"02/08/1988";1200;0;NA;15,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"03/08/1988";0;NA;23,5;NA;10,3;1,2;19,28;82,25;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"03/08/1988";1200;1,8;NA;15,7;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"04/08/1988";0;NA;23,8;NA;5,5;3,2;19,48;83,25;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"04/08/1988";1200;0;NA;16,4;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"05/08/1988";0;NA;24,1;NA;8,2;2,7;19,64;85,75;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"05/08/1988";1200;0,2;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"06/08/1988";0;NA;23,1;NA;2,2;2,5;19,7;95,5;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"06/08/1988";1200;6;NA;17,4;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"07/08/1988";0;NA;24,5;NA;6,7;1;19,92;88;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"07/08/1988";1200;14,5;NA;18,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"08/08/1988";0;NA;23;NA;3,4;2,2;19,56;96;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"08/08/1988";1200;0,7;NA;18,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"09/08/1988";0;NA;24,5;NA;7,7;0,8;20,36;87,75;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"09/08/1988";1200;4,3;NA;17,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"10/08/1988";0;NA;25,5;NA;7;2;20,78;87,75;2,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"10/08/1988";1200;0;NA;18,6;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"11/08/1988";0;NA;24,9;NA;8,7;2,2;19,64;80;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"11/08/1988";1200;0;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"12/08/1988";0;NA;24,1;NA;7,5;3,8;19,48;90,25;6,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"12/08/1988";1200;2,5;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"13/08/1988";0;NA;23,1;NA;4,9;2,2;19,08;84;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"13/08/1988";1200;2,4;NA;16,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"14/08/1988";0;NA;21,1;NA;1,6;3,6;18,2;89;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"14/08/1988";1200;1,4;NA;16,3;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"15/08/1988";0;NA;20,8;NA;1,4;0,9;17,98;89;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"15/08/1988";1200;12,2;NA;16,3;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"16/08/1988";0;NA;23,4;NA;6;1,6;18,7;85,75;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"16/08/1988";1200;9,3;NA;16,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"17/08/1988";0;NA;22,7;NA;9,4;2,4;18,64;79,75;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"17/08/1988";1200;2,3;NA;15,3;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"18/08/1988";0;NA;22,7;NA;4,9;3,8;18,8;81,25;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"18/08/1988";1200;0;NA;15,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"19/08/1988";0;NA;21,8;NA;4,3;2,2;18,54;89,5;6,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"19/08/1988";1200;1,3;NA;16,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"20/08/1988";0;NA;25;NA;8,1;1,6;19,66;85,25;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"20/08/1988";1200;0,9;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"21/08/1988";0;NA;23,7;NA;6,6;3,4;19,4;86,25;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"21/08/1988";1200;0;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"22/08/1988";0;NA;25,1;NA;9,7;2,1;20,1;81,75;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"22/08/1988";1200;2,2;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"23/08/1988";0;NA;25,5;NA;6,5;3,5;19,88;83,25;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"23/08/1988";1200;0;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"24/08/1988";0;NA;24,8;NA;8,8;4,1;19,98;81;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"24/08/1988";1200;0;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"25/08/1988";0;NA;23,5;NA;4,8;3,9;19,38;85;6,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"25/08/1988";1200;3,2;NA;17,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"26/08/1988";0;NA;23,9;NA;6,9;2,5;19,58;84;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"26/08/1988";1200;0,5;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"27/08/1988";0;NA;24,1;NA;4;2,5;19,4;92,25;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"27/08/1988";1200;0;NA;17,7;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"28/08/1988";0;NA;23,3;NA;3,7;1,8;19,2;91,75;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"28/08/1988";1200;7,1;NA;17,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"29/08/1988";0;NA;21,8;NA;1,1;1,9;18,98;93,25;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"29/08/1988";1200;9,5;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"30/08/1988";0;NA;24,3;NA;7,6;1;19,74;85,75;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"30/08/1988";1200;6,2;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"31/08/1988";0;NA;25,7;NA;0;3;20,3;84;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"31/08/1988";1200;0;NA;17;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"01/09/1988";0;NA;26,7;NA;7,6;3,7;21,26;83,75;6,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"01/09/1988";1200;0;NA;17,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"02/09/1988";0;NA;27,3;NA;8,1;3,3;21,54;84;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"02/09/1988";1200;0,5;NA;19;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"03/09/1988";0;NA;25,1;NA;7,8;4,5;19,74;77,5;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"03/09/1988";1200;0;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"04/09/1988";0;NA;24,9;NA;6,8;3,9;19,92;75;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"04/09/1988";1200;0,5;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"05/09/1988";0;NA;25,1;NA;7,8;5,6;20,32;69,75;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"05/09/1988";1200;0;NA;18,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"06/09/1988";0;NA;20,8;NA;0,8;1,6;18,22;94,25;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"06/09/1988";1200;6,4;NA;16,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"07/09/1988";0;NA;20;NA;0,4;1,1;18,14;94;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"07/09/1988";1200;10,6;NA;16,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"08/09/1988";0;NA;22,1;NA;2,2;0,3;18,72;97,25;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"08/09/1988";1200;13,2;NA;16,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"09/09/1988";0;NA;24,9;NA;9,7;0,7;19,88;80;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"09/09/1988";1200;13,6;NA;16,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"10/09/1988";0;NA;24,9;NA;5,5;3,3;20,16;90,5;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"10/09/1988";1200;0;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"11/09/1988";0;NA;26,7;NA;7,1;2;21,2;88,75;6,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"11/09/1988";1200;4,5;NA;18,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"12/09/1988";0;NA;25,7;NA;6,6;3,2;20,32;84;6,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"12/09/1988";1200;0;NA;17,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"13/09/1988";0;NA;25,9;NA;8,4;3,8;20,48;76,5;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"13/09/1988";1200;0;NA;17,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"14/09/1988";0;NA;26,9;NA;8,6;4,8;20,76;77,5;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"14/09/1988";1200;0;NA;16,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"15/09/1988";0;NA;28,1;NA;10,5;4,6;22,08;75,5;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"15/09/1988";1200;0;NA;16,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"16/09/1988";0;NA;27,7;NA;7,7;4,5;21,62;77,75;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"16/09/1988";1200;0;NA;18,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"17/09/1988";0;NA;25,9;NA;5,1;5,5;20,86;77,75;6,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"17/09/1988";1200;0;NA;18,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"18/09/1988";0;NA;26,5;NA;8,9;4,5;20,52;69,5;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"18/09/1988";1200;0;NA;16,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"19/09/1988";0;NA;22,3;NA;0,8;5,3;19,14;92;3;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"19/09/1988";1200;3;NA;17,2;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"20/09/1988";0;NA;25,1;NA;4,7;1,1;20,2;79;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"20/09/1988";1200;3,7;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"21/09/1988";0;NA;26,3;NA;8,5;4,8;20,48;71,25;2,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"21/09/1988";1200;0;NA;17,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"22/09/1988";0;NA;24,8;NA;3,8;6,6;19,92;87,75;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"22/09/1988";1200;3,5;NA;16,8;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"23/09/1988";0;NA;26,4;NA;6,9;2,3;21,54;73,75;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"23/09/1988";1200;1;NA;18,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"24/09/1988";0;NA;26,1;NA;6,2;7;20,72;77;7;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"24/09/1988";1200;0;NA;17,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"25/09/1988";0;NA;26,3;NA;4,6;5,6;21,06;78,75;3,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"25/09/1988";1200;0;NA;17,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"26/09/1988";0;NA;26,7;NA;4,9;4,3;21,04;77,75;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"26/09/1988";1200;0;NA;17,9;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"27/09/1988";0;NA;28,3;NA;9,6;5,2;21,88;72,25;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"27/09/1988";1200;0;NA;17,7;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"28/09/1988";0;NA;29,1;NA;10,6;6,9;22,4;68,5;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"28/09/1988";1200;0;NA;17,3;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"29/09/1988";0;NA;28,3;NA;7,4;6,8;22,28;72,5;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"29/09/1988";1200;0;NA;17,7;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"30/09/1988";0;NA;28,3;NA;8,4;5,7;22,16;74,5;6,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"30/09/1988";1200;0;NA;18,1;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"01/10/1988";0;NA;28,4;NA;6,7;6,4;22,42;75,5;4,333333;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"01/10/1988";1200;0;NA;18,4;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"02/10/1988";0;NA;26,4;NA;2,9;5,1;21,24;91,75;4;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"02/10/1988";1200;2;NA;19;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"03/10/1988";0;NA;27,9;NA;6,5;2;21,36;76,5;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"03/10/1988";1200;5,1;NA;18,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"04/10/1988";0;NA;28,4;NA;8,9;5,8;21,86;70;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"04/10/1988";1200;0;NA;17,7;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"05/10/1988";0;NA;29,5;NA;10,7;7,4;22,96;70,25;5,666667;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"05/10/1988";1200;0;NA;17,5;NA;NA;NA;NA;NA;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
82989;"06/10/1988";0;NA;29,3;NA;9,1;6,7;22,84;72,25;5;NA;"AGUA BRANCA - AL ";"-9.28";"-37.9";"605.34"
